Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,356.5,228,1,0,1,24,3,70,60,220.667,223.667,204.667,23.7992,22.6827,21.9278, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,289,226,1,0,1,21,3,70,44,223.714,226.333,213.762,18.5259,17.3426,17.6559, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,427,224,1,0,1,69,5,112,42,231.145,236.739,230.246,20.5168,19.6467,21.4829, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,303.25,217.75,1,0,1,19,3,64,58,224.737,225.895,209.474,20.0286,19.8258,19.5057, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,284,215.5,1,0,1,33,4,64,66,228.182,228.697,211.152,22.0763,21.4621,20.982, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,70.5,211.5,1,0,1,20,3,70,35,212.15,214.1,200.55,16.5025,16.7413,16.8697, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,123.615,211.423,1,0,1,24,4,56,52,221.958,220.958,204.583,19.6335,19.4966,19.1244, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,339.5,210.5,1,0,1,42,4,84,61,234.643,238.619,229.429,20.1471,19.7451,22.1976, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,448.5,208.5,1,0,1,67,5,112,64,236.358,242.612,235.164,16.7288,15.5612,18.7635, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,262,205,1,0,1,20,3,66,62,224.65,227.15,209.25,18.6671,18.249,18.0466, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,153.5,203.5,1,0,1,14,3,56,45,211,210.214,191.857,13.0357,12.7423,12.6304, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,458,194.5,1,0,1,95,6,120,70,241.011,246.747,240.905,13.4744,12.4882,14.5849, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,411.5,189,1,0,1,24,3,104,49,232.042,237.958,230.167,16.7149,15.7294,17.5219, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,293,186.5,1,0,1,36,4,78,54,227.417,230.583,217.833,23.6131,22.9739,23.9111, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,450.5,179.5,1,0,1,75,5,120,55,238.013,243.96,238.373,15.3318,14.3001,16.6126, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,401.5,175,1,0,1,25,3,100,59,240.92,245.36,239.12,13.2472,12.8351,13.9068, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,202.5,167,1,0,1,17,3,64,72,230.941,231.588,214.353,14.045,14.1599,14.5427, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,116.5,163,1,0,1,22,3,54,51,212.545,211.455,192.318,19.7876,19.5098,18.7595, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,301.5,162,1,0,1,23,3,68,89,238.391,239.826,223.652,18.395,17.792,17.6671, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,192,159,1,0,1,20,3,70,64,235.4,236.8,224.55,14.1962,14.1057,13.9941, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,452.5,155.5,1,0,1,20,3,120,59,239.4,245.2,239.2,10.2163,9.35823,10.4266, "2016-06-12 [上午4:27:29]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\4\8_327.png", 1,287,154.5,1,0,1,34,4,70,53,228.029,230.059,217.147,20.8886,20.5973,20.8896, "2016-06-12 [上午4:27:29]: no comment"
